,seed_age,target_age,seed_roi,target_roi,age_cond,roi_cond,isc_mean,isc_se
354,adult,infant,lFFA,lA1,between,between,0.012286107915621939,0.13955517588924285
355,adult,infant,lFFA,lEVC,between,between,0.04759270379713224,0.1506631420577195
356,adult,infant,lFFA,rLOC,between,between,0.014000716855630604,0.17011971433314166
357,adult,infant,lFFA,rFFA,between,between,-0.01972176002179462,0.15505257150421423
358,adult,infant,lFFA,rA1,between,between,0.0009804589235898956,0.1432311189407338
359,adult,infant,lFFA,rEVC,between,between,0.054665960940587316,0.1697752480228115
360,adult,infant,lA1,LOC,between,between,0.05889027987077891,0.15606571318434448
361,adult,infant,lA1,FFA,between,between,0.09527423550443415,0.14554471453314372
362,adult,infant,lA1,A1,between,between,-0.08070497476565584,0.13950243256658362
363,adult,infant,lA1,EVC,between,between,0.08227893214249218,0.17787331705135898
364,adult,infant,lA1,lLOC,between,between,0.0757134720358897,0.1368945529237296
365,adult,infant,lA1,lFFA,between,between,0.0664885917687489,0.15478611544399887
366,adult,infant,lA1,lA1,between,within,-0.0885754868173641,0.16682533836521607
367,adult,infant,lA1,lEVC,between,between,0.0846296640228686,0.1742771137851099
368,adult,infant,lA1,rLOC,between,between,0.043919228157236555,0.17254136586666338
369,adult,infant,lA1,rFFA,between,between,0.09441950463552158,0.16539739048914454
370,adult,infant,lA1,rA1,between,between,-0.05124246582236088,0.13923904725257422
371,adult,infant,lA1,rEVC,between,between,0.07246890683113753,0.1825166645925176
372,adult,infant,lEVC,LOC,between,between,0.028531565567283482,0.11569489158690406
373,adult,infant,lEVC,FFA,between,between,-0.017177236472517322,0.146094658602044
374,adult,infant,lEVC,A1,between,between,0.029985897152402807,0.1610048760542799
375,adult,infant,lEVC,EVC,between,between,0.10785699917903553,0.14081909481442675
376,adult,infant,lEVC,lLOC,between,between,0.027102157495240392,0.1251067924067973
377,adult,infant,lEVC,lFFA,between,between,-0.016610562679852784,0.1513054765494672
378,adult,infant,lEVC,lA1,between,between,0.0235103253970281,0.14498958937909925
379,adult,infant,lEVC,lEVC,between,within,0.10692882969855733,0.1595137865942216
380,adult,infant,lEVC,rLOC,between,between,0.029771392298000358,0.10923640602458175
381,adult,infant,lEVC,rFFA,between,between,-0.015264101460772915,0.13168804270217094
382,adult,infant,lEVC,rA1,between,between,0.03464471825579426,0.17371440666452484
383,adult,infant,lEVC,rEVC,between,between,0.10683845926511876,0.13989587399075476
384,adult,infant,rLOC,LOC,between,between,-0.008749236376818762,0.15901416584768877
385,adult,infant,rLOC,FFA,between,between,-0.041907998431281734,0.1757641349592035
386,adult,infant,rLOC,A1,between,between,0.036005117715283336,0.1468043543538556
387,adult,infant,rLOC,EVC,between,between,0.011191367050974932,0.1478000517383835
388,adult,infant,rLOC,lLOC,between,between,0.0015692235984382785,0.13157468311849913
389,adult,infant,rLOC,lFFA,between,between,-0.029302635797874687,0.16742052670480634
390,adult,infant,rLOC,lA1,between,between,0.03236671959940102,0.12121946379766849
391,adult,infant,rLOC,lEVC,between,between,0.01032220051504538,0.14658562739479208
392,adult,infant,rLOC,rLOC,between,within,-0.018065362759477847,0.1666912157870754
393,adult,infant,rLOC,rFFA,between,between,-0.04190516130144641,0.1740155326853973
394,adult,infant,rLOC,rA1,between,between,0.036776217111480096,0.15418380921080901
395,adult,infant,rLOC,rEVC,between,between,0.012094443737847191,0.1518135416411776
396,adult,infant,rFFA,LOC,between,between,0.02530683470216885,0.16101716553010567
397,adult,infant,rFFA,FFA,between,between,0.0098213457112254,0.1257863964220189
398,adult,infant,rFFA,A1,between,between,0.007557146322569023,0.14573785970057276
399,adult,infant,rFFA,EVC,between,between,0.06164643269516423,0.15899342128606422
400,adult,infant,rFFA,lLOC,between,between,0.01575817852532617,0.12729242282384115
401,adult,infant,rFFA,lFFA,between,between,0.010687385274725186,0.11261856568075633
402,adult,infant,rFFA,lA1,between,between,0.009952874185648062,0.14013645694132928
403,adult,infant,rFFA,lEVC,between,between,0.055862771964139295,0.1483530315562937
404,adult,infant,rFFA,rLOC,between,between,0.019369458311586842,0.17384211067359673
405,adult,infant,rFFA,rFFA,between,within,0.0077121227167571875,0.13361933138769408
406,adult,infant,rFFA,rA1,between,between,0.006188956400383437,0.12962685480606698
407,adult,infant,rFFA,rEVC,between,between,0.06315562442445653,0.17049406818458718
408,adult,infant,rA1,LOC,between,between,0.05764778106107659,0.1511929498925594
409,adult,infant,rA1,FFA,between,between,0.09678081784247612,0.14548353517441914
410,adult,infant,rA1,A1,between,between,-0.06878405415862636,0.143216648589343
411,adult,infant,rA1,EVC,between,between,0.09670741760814723,0.17469033539973286
412,adult,infant,rA1,lLOC,between,between,0.06522552054742041,0.13202952669660603
413,adult,infant,rA1,lFFA,between,between,0.0573606890776766,0.1497897561317883
414,adult,infant,rA1,lA1,between,between,-0.08027438224113503,0.1611819800393254
415,adult,infant,rA1,lEVC,between,between,0.09402855449847965,0.1703427715987593
416,adult,infant,rA1,rLOC,between,between,0.048176229948870365,0.1687302583844614
417,adult,infant,rA1,rFFA,between,between,0.10190512724245816,0.16801163721968917
418,adult,infant,rA1,rA1,between,within,-0.04065607445177255,0.13843359147234746
419,adult,infant,rA1,rEVC,between,between,0.09111840533036625,0.1803371500406513
420,adult,infant,rEVC,LOC,between,between,0.049972828197103025,0.121232174601809
421,adult,infant,rEVC,FFA,between,between,-0.0036109966065308217,0.1317951521037358
422,adult,infant,rEVC,A1,between,between,0.010037456330842486,0.15925610409186788
423,adult,infant,rEVC,EVC,between,between,0.1375333209596171,0.14749872378617093
424,adult,infant,rEVC,lLOC,between,between,0.04273214970196724,0.12805058067141123
425,adult,infant,rEVC,lFFA,between,between,-0.009847216817774134,0.136837667877527
426,adult,infant,rEVC,lA1,between,between,0.002066878058579663,0.1380326245198266
427,adult,infant,rEVC,lEVC,between,between,0.12866582425282388,0.16723502505134488
428,adult,infant,rEVC,rLOC,between,between,0.04974538118796187,0.11937504483014498
429,adult,infant,rEVC,rFFA,between,between,-0.0006691350103525904,0.12048862007026673
430,adult,infant,rEVC,rA1,between,between,0.02303548390806304,0.16909765747147862
431,adult,infant,rEVC,rEVC,between,within,0.14164936951070736,0.14079281407914546
432,adult,adult,LOC,LOC,within,within,0.5294287045929386,0.11470073587670625
433,adult,adult,LOC,FFA,within,between,0.3757006669879692,0.12546702896679848
434,adult,adult,LOC,A1,within,between,-0.23732493239172273,0.1709105195360802
435,adult,adult,LOC,EVC,within,between,0.3077664497741858,0.13304744360244214
436,adult,adult,LOC,lLOC,within,between,0.5295613930808333,0.11215345049878388
437,adult,adult,LOC,lFFA,within,between,0.3602913022568979,0.10525208187015872
438,adult,adult,LOC,lA1,within,between,-0.22527164328200588,0.17560397871181777
439,adult,adult,LOC,lEVC,within,between,0.30095503046487265,0.1167756357779732
440,adult,adult,LOC,rLOC,within,between,0.4760696490923504,0.13771348432372665
441,adult,adult,LOC,rFFA,within,between,0.3386507900660347,0.14113196942204995
442,adult,adult,LOC,rA1,within,between,-0.2211901468403977,0.16452509639335366
443,adult,adult,LOC,rEVC,within,between,0.28999196312108455,0.14969081066073578
444,adult,adult,FFA,LOC,within,between,0.44218984457689997,0.10122371233519667
445,adult,adult,FFA,FFA,within,within,0.4248074540713394,0.13037455107018403
446,adult,adult,FFA,A1,within,between,-0.23758681812637353,0.1556724659590828
447,adult,adult,FFA,EVC,within,between,0.24737664186063157,0.13367450337764164
448,adult,adult,FFA,lLOC,within,between,0.44395118328079386,0.11757821035459627
449,adult,adult,FFA,lFFA,within,between,0.4055854724013395,0.11096593061051156
450,adult,adult,FFA,lA1,within,between,-0.22557839517995856,0.15613168659171345
451,adult,adult,FFA,lEVC,within,between,0.24025027301814247,0.12507553588900722
452,adult,adult,FFA,rLOC,within,between,0.3963338225440036,0.10574901263424474
453,adult,adult,FFA,rFFA,within,between,0.38560604141795923,0.1425661714291857
454,adult,adult,FFA,rA1,within,between,-0.22285385364608468,0.15517626073339263
455,adult,adult,FFA,rEVC,within,between,0.23552814760676535,0.14436552843736505
456,adult,adult,A1,LOC,within,between,-0.3234259630144943,0.14591783298139147
457,adult,adult,A1,FFA,within,between,-0.27501823283022747,0.13395001296823872
458,adult,adult,A1,A1,within,within,0.35688495587589486,0.19747881616729618
459,adult,adult,A1,EVC,within,between,-0.17115435202250848,0.137874976878712
460,adult,adult,A1,lLOC,within,between,-0.3210135046993707,0.14699667618162354
461,adult,adult,A1,lFFA,within,between,-0.2596529112491613,0.1315205221890591
462,adult,adult,A1,lA1,within,between,0.33618823028026706,0.19663635895074671
463,adult,adult,A1,lEVC,within,between,-0.18309439088047688,0.1265182650868991
464,adult,adult,A1,rLOC,within,between,-0.294261821295618,0.1577486163752125
465,adult,adult,A1,rFFA,within,between,-0.2525077420061775,0.14144466314307513
466,adult,adult,A1,rA1,within,between,0.33347984349066134,0.18991106526212725
467,adult,adult,A1,rEVC,within,between,-0.14643646215355344,0.15149639602633028
468,adult,adult,EVC,LOC,within,between,0.2664967164043395,0.10419493734142742
469,adult,adult,EVC,FFA,within,between,0.18372411490006502,0.11957258819424589
470,adult,adult,EVC,A1,within,between,-0.11320172725159543,0.11401047895780093
471,adult,adult,EVC,EVC,within,within,0.6421724027246081,0.13473251457276564
472,adult,adult,EVC,lLOC,within,between,0.2666056487875349,0.12227414016249577
473,adult,adult,EVC,lFFA,within,between,0.19647303403062966,0.13645728748570385
474,adult,adult,EVC,lA1,within,between,-0.11466722862255406,0.11517732689202563
475,adult,adult,EVC,lEVC,within,between,0.6485294919686139,0.12247956522193111
476,adult,adult,EVC,rLOC,within,between,0.23839224559973968,0.11551748973868205
477,adult,adult,EVC,rFFA,within,between,0.14943884104361196,0.11025088880977432
478,adult,adult,EVC,rA1,within,between,-0.09733040023120136,0.11028685905114209
479,adult,adult,EVC,rEVC,within,between,0.5844260729374251,0.14706112654458414
480,adult,adult,lLOC,LOC,within,between,0.5177833158157598,0.12289959409626106
481,adult,adult,lLOC,FFA,within,between,0.36689280485520886,0.1355578981294187
482,adult,adult,lLOC,A1,within,between,-0.23367592320472333,0.17056829189814843
483,adult,adult,lLOC,EVC,within,between,0.3057197006270515,0.12530247587479224
484,adult,adult,lLOC,lLOC,within,within,0.5426249899870758,0.11099236585958366
485,adult,adult,lLOC,lFFA,within,between,0.3639057265673255,0.11867039403653505
486,adult,adult,lLOC,lA1,within,between,-0.22218060427814312,0.1783058201127178
487,adult,adult,lLOC,lEVC,within,between,0.303617761522565,0.10959924868521884
488,adult,adult,lLOC,rLOC,within,between,0.44553368514356934,0.1564826130437647
489,adult,adult,lLOC,rFFA,within,between,0.3223570054035318,0.15173303018747084
490,adult,adult,lLOC,rA1,within,between,-0.21699759669501487,0.16152769429467734
491,adult,adult,lLOC,rEVC,within,between,0.2834586766463253,0.1423553088043418
492,adult,adult,lFFA,LOC,within,between,0.4334257294073656,0.10629459290496915
493,adult,adult,lFFA,FFA,within,between,0.41075300789898495,0.13889772184857457
494,adult,adult,lFFA,A1,within,between,-0.2312585711637014,0.14740243276162723
495,adult,adult,lFFA,EVC,within,between,0.27068425118306316,0.12883861696368504
496,adult,adult,lFFA,lLOC,within,between,0.44847720886961273,0.1220880354312362
497,adult,adult,lFFA,lFFA,within,within,0.40917175167404984,0.12111607875308628
498,adult,adult,lFFA,lA1,within,between,-0.22051990753357245,0.1510151257066813
499,adult,adult,lFFA,lEVC,within,between,0.2653758667325235,0.12293871023196304
500,adult,adult,lFFA,rLOC,within,between,0.37803397526225097,0.11516417516744434
501,adult,adult,lFFA,rFFA,within,between,0.36120664465619673,0.15273150958114948
502,adult,adult,lFFA,rA1,within,between,-0.21552334292331812,0.14631011457202192
503,adult,adult,lFFA,rEVC,within,between,0.2559686602996156,0.1376881229388807
504,adult,adult,lA1,LOC,within,between,-0.3207263357358984,0.13770713968730058
505,adult,adult,lA1,FFA,within,between,-0.27308218950464025,0.12909698166166592
506,adult,adult,lA1,A1,within,between,0.3531434438654267,0.19241130700166345
507,adult,adult,lA1,EVC,within,between,-0.18213985466297875,0.128666506598067
508,adult,adult,lA1,lLOC,within,between,-0.319349026867652,0.13971887175298853
509,adult,adult,lA1,lFFA,within,between,-0.25909176996726074,0.12966261697087308
510,adult,adult,lA1,lA1,within,within,0.3304738548823725,0.191849084212625
511,adult,adult,lA1,lEVC,within,between,-0.19350450355415813,0.11830235113476441
512,adult,adult,lA1,rLOC,within,between,-0.29075320778648744,0.15089873570266768
513,adult,adult,lA1,rFFA,within,between,-0.24992892635188246,0.13516713408494746
514,adult,adult,lA1,rA1,within,between,0.332120056848278,0.18537011639451098
515,adult,adult,lA1,rEVC,within,between,-0.1570623774576769,0.14294767873440772
516,adult,adult,lEVC,LOC,within,between,0.25434158003553325,0.10768084055090107
517,adult,adult,lEVC,FFA,within,between,0.17344797172852947,0.1260753638006513
518,adult,adult,lEVC,A1,within,between,-0.11723699702992145,0.11729415287899558
519,adult,adult,lEVC,EVC,within,between,0.6351320632768692,0.12868704055291516
520,adult,adult,lEVC,lLOC,within,between,0.2572758221325548,0.13128042109845603
521,adult,adult,lEVC,lFFA,within,between,0.18667398534320143,0.14569463532245622
522,adult,adult,lEVC,lA1,within,between,-0.117988566890046,0.12108653094668392
523,adult,adult,lEVC,lEVC,within,within,0.6578623268947537,0.11855592318473081
524,adult,adult,lEVC,rLOC,within,between,0.22500814732705113,0.1163133611330474
525,adult,adult,lEVC,rFFA,within,between,0.14006663608669612,0.11591730186746162
526,adult,adult,lEVC,rA1,within,between,-0.10156982207950492,0.11045067632007262
527,adult,adult,lEVC,rEVC,within,between,0.5623057569690858,0.14083650569179704
528,adult,adult,rLOC,LOC,within,between,0.515054877955233,0.1123180355537245
529,adult,adult,rLOC,FFA,within,between,0.3659695166671771,0.11855346537701572
530,adult,adult,rLOC,A1,within,between,-0.22941743606142573,0.16724927396341172
531,adult,adult,rLOC,EVC,within,between,0.2951262273825955,0.1411665500883142
532,adult,adult,rLOC,lLOC,within,between,0.4930774411965739,0.11899305930544984
533,adult,adult,rLOC,lFFA,within,between,0.34021170240613324,0.1000835583160146
534,adult,adult,rLOC,lA1,within,between,-0.2174051065729411,0.17000344514014668
535,adult,adult,rLOC,lEVC,within,between,0.2844659670452328,0.12358790256109542
536,adult,adult,rLOC,rLOC,within,within,0.4810580929962962,0.12226526628811392
537,adult,adult,rLOC,rFFA,within,between,0.33730257761401133,0.13118991069086947
538,adult,adult,rLOC,rA1,within,between,-0.214561784553661,0.16316620698573042
539,adult,adult,rLOC,rEVC,within,between,0.2821605883351566,0.1581067474293357
540,adult,adult,rFFA,LOC,within,between,0.4284451098358873,0.10170990499712197
541,adult,adult,rFFA,FFA,within,between,0.41598516353054454,0.12462344992546795
542,adult,adult,rFFA,A1,within,between,-0.23145873118724972,0.15718045242475326
543,adult,adult,rFFA,EVC,within,between,0.2177645742536345,0.13577929366754557
544,adult,adult,rFFA,lLOC,within,between,0.4198286443288799,0.11710761918583175
545,adult,adult,rFFA,lFFA,within,between,0.384020324317112,0.10503463104389156
546,adult,adult,rFFA,lA1,within,between,-0.21903443332261907,0.15565235122418536
547,adult,adult,rFFA,lEVC,within,between,0.20955631443437214,0.12665919740156847
548,adult,adult,rFFA,rLOC,within,between,0.39206433135225865,0.10103411503796894
549,adult,adult,rFFA,rFFA,within,within,0.38655650783933404,0.13470033095871303
550,adult,adult,rFFA,rA1,within,between,-0.21816704036429155,0.15741936038367663
551,adult,adult,rFFA,rEVC,within,between,0.20869055383294133,0.1464997310472718
552,adult,adult,rA1,LOC,within,between,-0.3188747917874779,0.15178896369196596
553,adult,adult,rA1,FFA,within,between,-0.27076163086739197,0.13707599361534312
554,adult,adult,rA1,A1,within,between,0.3524635568023407,0.19982835827184695
555,adult,adult,rA1,EVC,within,between,-0.15659191093758956,0.1452263394887675
556,adult,adult,rA1,lLOC,within,between,-0.31547018419003603,0.15192096902982524
557,adult,adult,rA1,lFFA,within,between,-0.2543823638650095,0.13161116229164604
558,adult,adult,rA1,lA1,within,between,0.33416345361293703,0.1984400078237847
559,adult,adult,rA1,lEVC,within,between,-0.1688292750338453,0.13328296154596353
560,adult,adult,rA1,rLOC,within,between,-0.29116625948776337,0.16209517538041715
561,adult,adult,rA1,rFFA,within,between,-0.24938862281415566,0.14592790208494374
562,adult,adult,rA1,rA1,within,within,0.32723731348566004,0.19219550356546408
563,adult,adult,rA1,rEVC,within,between,-0.1327791421894878,0.15792614258613255
564,adult,adult,rEVC,LOC,within,between,0.2707835266454251,0.10057107542965867
565,adult,adult,rEVC,FFA,within,between,0.1886593649390853,0.11169294115942784
566,adult,adult,rEVC,A1,within,between,-0.10526598068287407,0.1094590124130813
567,adult,adult,rEVC,EVC,within,between,0.6290204164980951,0.13958219533396396
568,adult,adult,rEVC,lLOC,within,between,0.26792745734194323,0.11169414016940385
569,adult,adult,rEVC,lFFA,within,between,0.20047397759651484,0.12478076609413875
570,adult,adult,rEVC,lA1,within,between,-0.1074478764368813,0.10823971584248011
571,adult,adult,rEVC,lEVC,within,between,0.6179346201789259,0.12569384489013896
572,adult,adult,rEVC,rLOC,within,between,0.24486284055843388,0.11408702634551844
573,adult,adult,rEVC,rFFA,within,between,0.15454453756947323,0.10399876859233334
574,adult,adult,rEVC,rA1,within,between,-0.08968736974310032,0.10920366285116852
575,adult,adult,rEVC,rEVC,within,within,0.5889736868162682,0.15201837155202733
