sub,age,roi,corr,architecture,train_type,layer
s2687_1_3,0.825,lA1,0.16870774293936888,cornet_z_sl,imagenet_noface,aIT
s2687_1_3,0.825,rA1,0.23720457421513458,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,lLO,0.15459116331176886,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,rLO,0.04738859671932774,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,lFFA,0.25563735997894776,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,rFFA,-0.03167577194886968,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,lA1,0.21227610872755587,cornet_z_sl,imagenet_noface,aIT
s3097_1_1,0.325,rA1,0.047862791891980186,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,lLO,0.11278884220163662,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,rLO,0.11492161828935123,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,lFFA,0.028751064780525762,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,rFFA,-0.07786477600946601,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,lA1,0.018935872846092827,cornet_z_sl,imagenet_noface,aIT
s3607_1_2,0.866666667,rA1,-0.01099477391168157,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,lLO,0.04042693034553999,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,rLO,0.03609644378199468,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,lFFA,0.03501446399232713,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,rFFA,0.012419137468300284,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,lA1,0.0991640018797586,cornet_z_sl,imagenet_noface,aIT
s4047_1_1,0.458333333,rA1,0.13641414356429693,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,lLO,0.0038306975703209754,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,rLO,-0.08451909754905108,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,lFFA,0.23282946256224835,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,rFFA,-0.11633826593581031,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,lA1,0.03331747580108044,cornet_z_sl,imagenet_noface,aIT
s4607_1_3,0.808333333,rA1,0.06871730499355488,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,lLO,0.125971800204477,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,rLO,0.0747270768820683,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,lFFA,0.08190348284413862,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,rFFA,0.15375911533572206,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,lA1,-0.08731122777538544,cornet_z_sl,imagenet_noface,aIT
s5037_1_1,0.725,rA1,-0.042687073762500985,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,lLO,0.031277754067272505,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,rLO,0.15238140330523064,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,lFFA,0.16227547244678991,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,rFFA,0.08152106456890679,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,lA1,-0.012502722958734336,cornet_z_sl,imagenet_noface,aIT
s6057_1_1,0.3,rA1,0.04368419972645335,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,lLO,0.005976661305059844,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,rLO,-0.021538098977158138,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,lFFA,-0.0397043721326668,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,rFFA,0.08460360209409476,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,lA1,0.015672288605768726,cornet_z_sl,imagenet_noface,aIT
s6607_1_2,0.616666667,rA1,-0.02900594232217093,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,lLO,-0.20023498609857665,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,rLO,-0.22067108960601445,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,lFFA,-0.12968498214703486,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,rFFA,-0.20831694922797786,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,lA1,-0.16205661101520275,cornet_z_sl,imagenet_noface,aIT
s6687_1_3,0.941666667,rA1,-0.11341702564143727,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,lLO,-0.02539174330983678,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,rLO,-0.026572788863101604,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,lFFA,-0.20043558914116208,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,rFFA,-0.02047169802062493,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,lA1,-0.132925584758718,cornet_z_sl,imagenet_noface,aIT
s7017_1_1,0.433333333,rA1,0.01980910909563091,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,lLO,0.1499446282150461,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,rLO,0.1600158914489031,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,lFFA,0.006159877158493157,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,rFFA,0.3235634601164383,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,lA1,0.22532235968857028,cornet_z_sl,imagenet_noface,aIT
s7057_1_1,0.441666667,rA1,0.2649805745946556,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,lLO,-0.028354115759140493,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,rLO,-0.05508076530303588,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,lFFA,-0.014509226839754252,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,rFFA,0.025608504489831152,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,lA1,0.03161460305013189,cornet_z_sl,imagenet_noface,aIT
s7067_1_3,0.766666667,rA1,-0.019651619808198545,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,lLO,-0.18565298337199923,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,rLO,-0.089114461797032,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,lFFA,-0.13576513215082006,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,rFFA,0.026269453002724603,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,lA1,-0.16560411183952214,cornet_z_sl,imagenet_noface,aIT
s8037_1_1,0.666666667,rA1,-0.010582748451437661,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,lLO,-0.09667544824186627,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,rLO,-0.041882160984874794,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,lFFA,0.07977612087816335,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,rFFA,0.1530407428483315,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,lA1,-0.08828096282897513,cornet_z_sl,imagenet_noface,aIT
s8077_1_1,0.391666667,rA1,-0.0466250871963072,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,lLO,0.18268592788533072,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,rLO,0.106040998050703,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,lFFA,0.11888923496943964,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,rFFA,0.11690616328071257,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,lA1,0.1861450331656499,cornet_z_sl,imagenet_noface,aIT
s8687_1_3,0.916666667,rA1,0.08026392372881956,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,lLO,0.19282059159991793,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,rLO,0.12483663248152573,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,lFFA,-0.01152460178705756,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,rFFA,0.1973110694505959,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,lA1,0.04479004189384232,cornet_z_sl,imagenet_noface,aIT
s9057_1_1,0.391666667,rA1,0.01688379649300291,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,lLO,-0.07947092041933398,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,rLO,-0.11891310850722066,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,lFFA,-0.05143131071017226,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,rFFA,0.0015564990881332189,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,lA1,-0.010294834225506908,cornet_z_sl,imagenet_noface,aIT
mov_01,20.0,rA1,-0.020317203549072592,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,lLO,-0.2042390662463719,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,rLO,-0.13386939214853677,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,lFFA,-0.09261090123305625,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,rFFA,0.027282341856054257,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,lA1,0.01232083138445458,cornet_z_sl,imagenet_noface,aIT
mov_02,20.0,rA1,-0.0916078218214079,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,lLO,0.21686207019715223,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,rLO,0.20548748690257457,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,lFFA,0.15910248165206034,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,rFFA,0.07398490822892065,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,lA1,0.04697438369895012,cornet_z_sl,imagenet_noface,aIT
mov_03,19.0,rA1,-0.08381812254894122,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,lLO,-0.06821011568437382,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,rLO,-0.18012866902662916,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,lFFA,0.034996507319146025,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,rFFA,0.019357298586989015,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,lA1,0.10923168249388746,cornet_z_sl,imagenet_noface,aIT
mov_04,21.0,rA1,-0.020992241384119585,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,lLO,0.03906207094144875,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,rLO,-0.04320840200424279,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,lFFA,0.045833445760030476,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,rFFA,0.05978955866930476,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,lA1,0.040256143586139666,cornet_z_sl,imagenet_noface,aIT
mov_05,21.0,rA1,-0.016264903019403337,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,lLO,0.06080693008084369,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,rLO,-0.002444222596120975,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,lFFA,-0.15795546696597246,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,rFFA,-0.06706580765196417,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,lA1,0.024118113261839,cornet_z_sl,imagenet_noface,aIT
mov_06,18.0,rA1,-0.0724511062198035,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,lLO,0.06547076794019568,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,rLO,0.12089559433451103,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,lFFA,0.14509365638688979,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,rFFA,0.1566656025206165,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,lA1,0.05366112161794066,cornet_z_sl,imagenet_noface,aIT
mov_07,23.0,rA1,0.08005883742497989,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,lLO,-0.07136683431576386,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,rLO,-0.03921501023506081,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,lFFA,0.08599930562835767,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,rFFA,0.06943459334278866,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,lA1,0.05845204868450599,cornet_z_sl,imagenet_noface,aIT
mov_08,21.0,rA1,0.033823096804913216,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,lLO,-0.05326883683558711,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,rLO,-0.03695303819563385,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,lFFA,-0.076680896142362,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,rFFA,0.03252906459192748,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,lA1,-0.156424120289074,cornet_z_sl,imagenet_noface,aIT
mov_09,22.0,rA1,-0.0375248717172986,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,lLO,-0.004085963686273845,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,rLO,-0.10536099852924724,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,lFFA,-0.0820537732890737,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,rFFA,-0.06932645982885279,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,lA1,-0.04343278896929087,cornet_z_sl,imagenet_noface,aIT
mov_10,23.0,rA1,-0.0033076835576606144,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,lLO,0.0716319834830193,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,rLO,0.014914980531555308,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,lFFA,-0.026194909099240937,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,rFFA,-0.014809953234952232,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,lA1,0.005865388842214075,cornet_z_sl,imagenet_noface,aIT
mov_11,32.0,rA1,-0.07316770598021116,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,lLO,-0.11015837202226568,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,rLO,-0.053164435301576274,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,lFFA,-0.07102176903565134,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,rFFA,-0.04685371256461945,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,lA1,-0.06410914111731993,cornet_z_sl,imagenet_noface,aIT
mov_12,20.0,rA1,-0.0021842226404318347,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,lLO,-0.09491656752646804,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,rLO,-0.1927713718662598,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,lFFA,-0.14900976407372118,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,rFFA,-0.0850666420495023,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,lA1,0.004281952156875789,cornet_z_sl,imagenet_noface,aIT
mov_13,18.0,rA1,-0.08043743204894739,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,lLO,0.05609838150648318,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,rLO,0.07706489240849079,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,lFFA,0.22396311027413232,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,rFFA,0.04336294913113805,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,lA1,-0.00959603654282784,cornet_z_sl,imagenet_noface,aIT
mov_14,20.0,rA1,-0.04551464235524167,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,lLO,0.13577473274146362,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,rLO,-0.005818904616490719,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,lFFA,0.10127140144101304,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,rFFA,-0.020589323422988956,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,lA1,-0.006882078968122848,cornet_z_sl,imagenet_noface,aIT
mov_15,25.0,rA1,0.09128617634944729,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,lLO,0.01646344935818619,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,rLO,0.023185882078470044,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,lFFA,0.05019784920804257,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,rFFA,-0.06927827702510483,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,lA1,0.15526240669784572,cornet_z_sl,imagenet_noface,aIT
mov_16,19.0,rA1,0.024837570162562744,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,lLO,0.07792824522344809,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,rLO,0.0135358811915983,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,lFFA,0.11854576387274134,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,rFFA,-0.04265298299943262,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,lA1,0.05182235109213722,cornet_z_sl,imagenet_noface,aIT
mov_17,22.0,rA1,-0.00636451118278228,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,lLO,0.21631008227030146,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,rLO,0.1783230524021141,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,lFFA,0.3055308180168197,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,rFFA,0.2564816855459475,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,lA1,0.10161342723752874,cornet_z_sl,imagenet_noface,aIT
mov_18,24.0,rA1,0.038116131829418864,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,lLO,-0.04843299234638998,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,rLO,-0.0012136718604528612,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,lFFA,-0.1078949896294567,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,rFFA,-0.021291970968361842,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,lA1,-0.05896692242811946,cornet_z_sl,imagenet_noface,aIT
mov_19,22.0,rA1,-0.1308655150280101,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,lLO,-0.12766585620607207,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,rLO,-0.011686571222527753,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,lFFA,-0.12898844161877351,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,rFFA,-0.07056730906354113,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,lA1,-0.0156873000343404,cornet_z_sl,imagenet_noface,aIT
mov_20,24.0,rA1,-0.07799800223926337,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,lLO,-0.1603457960977258,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,rLO,-0.12710876580236194,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,lFFA,-0.17989552560272032,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,rFFA,-0.15245060687325407,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,lA1,-0.11924417407457792,cornet_z_sl,imagenet_noface,aIT
mov_22,22.0,rA1,-0.11117245787456093,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,lLO,0.033010674663290426,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,rLO,-0.04780059109375184,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,lFFA,0.06380030682717328,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,rFFA,-0.04044075399144671,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,lA1,0.022367822278319585,cornet_z_sl,imagenet_noface,aIT
mov_24,26.0,rA1,0.029319535854962414,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,lLO,-0.033055854278586996,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,rLO,0.0430181924151128,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,lFFA,-0.06404805114070587,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,rFFA,0.01008149862798327,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,lA1,0.07509622105412798,cornet_z_sl,imagenet_noface,aIT
mov_25,27.0,rA1,-0.01867371037613234,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,lLO,0.0490216484802014,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,rLO,0.02075284644865043,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,lFFA,0.011513611602544799,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,rFFA,0.06962990068473461,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,lA1,0.07646912238390047,cornet_z_sl,imagenet_noface,aIT
mov_26,32.0,rA1,0.05867875203074244,cornet_z_sl,imagenet_noface,aIT
s0057_1_3,0.75,lLO,0.11029115028084617,cornet_z_sl,imagenet_oneface,aIT
s0057_1_3,0.75,rLO,0.12562151106331762,cornet_z_sl,imagenet_oneface,aIT
s0057_1_3,0.75,lFFA,-0.12359028456582069,cornet_z_sl,imagenet_oneface,aIT
s0057_1_3,0.75,rFFA,0.19807342512276227,cornet_z_sl,imagenet_oneface,aIT
s0057_1_3,0.75,lA1,-0.03478828367048829,cornet_z_sl,imagenet_oneface,aIT
s0057_1_3,0.75,rA1,-0.03707987449256579,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,lLO,0.18078454142795589,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,rLO,-0.1075679681679234,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,lFFA,0.33313374146074826,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,rFFA,-0.04235857708226182,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,lA1,0.029362932888792437,cornet_z_sl,imagenet_oneface,aIT
s0607_1_2,1.058333333,rA1,-0.06925251503967289,cornet_z_sl,imagenet_oneface,aIT
s1607_1_2,0.891666667,lLO,0.04575512793910689,cornet_z_sl,imagenet_oneface,aIT
s1607_1_2,0.891666667,rLO,-0.10799060628244024,cornet_z_sl,imagenet_oneface,aIT
