,age,roi,corr,architecture,train_type,layer
2,3,lFFA,-0.014973835916948862,cornet_z_sl,imagenet_vggface,aIT
3,3,rFFA,-0.04856904341944351,cornet_z_sl,imagenet_vggface,aIT
4,3,lA1,-0.09286561416785609,cornet_z_sl,imagenet_vggface,aIT
5,3,rA1,-0.016076616176210114,cornet_z_sl,imagenet_vggface,aIT
6,4,lLO,0.027077726205221326,cornet_z_sl,imagenet_vggface,aIT
7,4,rLO,-0.0004273678068718971,cornet_z_sl,imagenet_vggface,aIT
8,4,lFFA,-0.012711850036592913,cornet_z_sl,imagenet_vggface,aIT
9,4,rFFA,0.021562530699285015,cornet_z_sl,imagenet_vggface,aIT
10,4,lA1,0.019602404162787752,cornet_z_sl,imagenet_vggface,aIT
11,4,rA1,0.008919212960368905,cornet_z_sl,imagenet_vggface,aIT
12,5,lLO,-0.002857992561870735,cornet_z_sl,imagenet_vggface,aIT
13,5,rLO,0.006235699393541089,cornet_z_sl,imagenet_vggface,aIT
14,5,lFFA,0.06921106804170635,cornet_z_sl,imagenet_vggface,aIT
15,5,rFFA,-0.0325832124520426,cornet_z_sl,imagenet_vggface,aIT
16,5,lA1,0.006550308180505882,cornet_z_sl,imagenet_vggface,aIT
17,5,rA1,-0.004937499955531329,cornet_z_sl,imagenet_vggface,aIT
18,18,lLO,-0.031209325811575622,cornet_z_sl,imagenet_vggface,aIT
19,18,rLO,-0.10479429408439409,cornet_z_sl,imagenet_vggface,aIT
20,18,lFFA,-0.009606327712659013,cornet_z_sl,imagenet_vggface,aIT
21,18,rFFA,-0.014040283404867966,cornet_z_sl,imagenet_vggface,aIT
22,18,lA1,-0.02856030675391835,cornet_z_sl,imagenet_vggface,aIT
23,18,rA1,0.018683659086835953,cornet_z_sl,imagenet_vggface,aIT
0,3,lLO,-0.026533020910737552,cornet_z_sl,vggface_oneobject,aIT
1,3,rLO,0.025133908721191988,cornet_z_sl,vggface_oneobject,aIT
2,3,lFFA,-0.0018347687757674022,cornet_z_sl,vggface_oneobject,aIT
3,3,rFFA,0.04164937867924348,cornet_z_sl,vggface_oneobject,aIT
4,3,lA1,0.026985926866567818,cornet_z_sl,vggface_oneobject,aIT
5,3,rA1,-0.03765731313294271,cornet_z_sl,vggface_oneobject,aIT
6,4,lLO,0.03523593749647669,cornet_z_sl,vggface_oneobject,aIT
7,4,rLO,-0.047203996028636126,cornet_z_sl,vggface_oneobject,aIT
8,4,lFFA,0.01112688895961064,cornet_z_sl,vggface_oneobject,aIT
9,4,rFFA,0.01851880114647543,cornet_z_sl,vggface_oneobject,aIT
10,4,lA1,0.0024285900124500007,cornet_z_sl,vggface_oneobject,aIT
11,4,rA1,-0.044594119732144395,cornet_z_sl,vggface_oneobject,aIT
12,5,lLO,-0.04512094994172186,cornet_z_sl,vggface_oneobject,aIT
13,5,rLO,-0.12260484141709678,cornet_z_sl,vggface_oneobject,aIT
14,5,lFFA,-0.033627593614577546,cornet_z_sl,vggface_oneobject,aIT
15,5,rFFA,-0.051729826150496,cornet_z_sl,vggface_oneobject,aIT
16,5,lA1,0.014266392544309267,cornet_z_sl,vggface_oneobject,aIT
17,5,rA1,-0.01222838355929363,cornet_z_sl,vggface_oneobject,aIT
18,18,lLO,-0.015553594920355011,cornet_z_sl,vggface_oneobject,aIT
19,18,rLO,0.0017524764072087244,cornet_z_sl,vggface_oneobject,aIT
20,18,lFFA,0.03442085849354551,cornet_z_sl,vggface_oneobject,aIT
21,18,rFFA,0.04299642631287567,cornet_z_sl,vggface_oneobject,aIT
22,18,lA1,-0.03840903570762176,cornet_z_sl,vggface_oneobject,aIT
23,18,rA1,-0.0286075128374571,cornet_z_sl,vggface_oneobject,aIT
0,3,lLO,-0.05801474036822562,cornet_z_sl,vggface,aIT
1,3,rLO,-0.04823288799883331,cornet_z_sl,vggface,aIT
2,3,lFFA,-0.09306096397194324,cornet_z_sl,vggface,aIT
3,3,rFFA,-0.07509850228093225,cornet_z_sl,vggface,aIT
4,3,lA1,0.037048983375081834,cornet_z_sl,vggface,aIT
5,3,rA1,-0.015229856790402214,cornet_z_sl,vggface,aIT
6,4,lLO,0.0027844297745184786,cornet_z_sl,vggface,aIT
7,4,rLO,-0.0895375704638772,cornet_z_sl,vggface,aIT
8,4,lFFA,-0.04743005252713847,cornet_z_sl,vggface,aIT
9,4,rFFA,-0.05024422266185976,cornet_z_sl,vggface,aIT
10,4,lA1,-0.017978752503575484,cornet_z_sl,vggface,aIT
11,4,rA1,-0.04829915400782486,cornet_z_sl,vggface,aIT
12,5,lLO,-0.05959899212902911,cornet_z_sl,vggface,aIT
13,5,rLO,-0.04178654985745696,cornet_z_sl,vggface,aIT
14,5,lFFA,-0.0420069690813973,cornet_z_sl,vggface,aIT
15,5,rFFA,-0.005252722290491209,cornet_z_sl,vggface,aIT
16,5,lA1,-0.04055299769173554,cornet_z_sl,vggface,aIT
17,5,rA1,-0.0003601159021814973,cornet_z_sl,vggface,aIT
18,18,lLO,-0.028814157097984232,cornet_z_sl,vggface,aIT
19,18,rLO,-0.04145347859842251,cornet_z_sl,vggface,aIT
20,18,lFFA,0.012842984829429051,cornet_z_sl,vggface,aIT
21,18,rFFA,0.03188360359550309,cornet_z_sl,vggface,aIT
22,18,lA1,0.029611615009744192,cornet_z_sl,vggface,aIT
23,18,rA1,-0.0033683434213615214,cornet_z_sl,vggface,aIT
0,3,lLO,-0.003667911403412086,cornet_z_sl,random,aIT
1,3,rLO,0.022117651592194386,cornet_z_sl,random,aIT
2,3,lFFA,0.0838248725585593,cornet_z_sl,random,aIT
3,3,rFFA,-0.04878524909794331,cornet_z_sl,random,aIT
4,3,lA1,-0.004286641629295312,cornet_z_sl,random,aIT
5,3,rA1,0.0027125853584662844,cornet_z_sl,random,aIT
6,4,lLO,-0.03224506552608648,cornet_z_sl,random,aIT
7,4,rLO,-0.035571580006434886,cornet_z_sl,random,aIT
8,4,lFFA,-0.05501594136140643,cornet_z_sl,random,aIT
9,4,rFFA,-0.1077192005374566,cornet_z_sl,random,aIT
10,4,lA1,0.008127960238890678,cornet_z_sl,random,aIT
11,4,rA1,-0.047126974792786686,cornet_z_sl,random,aIT
12,5,lLO,0.03243112166996552,cornet_z_sl,random,aIT
13,5,rLO,0.0171374249648146,cornet_z_sl,random,aIT
14,5,lFFA,-0.06898980577937508,cornet_z_sl,random,aIT
15,5,rFFA,0.01864180409125588,cornet_z_sl,random,aIT
16,5,lA1,-0.024812532828501682,cornet_z_sl,random,aIT
17,5,rA1,-0.006253181611688854,cornet_z_sl,random,aIT
18,18,lLO,0.0259619019309293,cornet_z_sl,random,aIT
19,18,rLO,-0.09468986915097224,cornet_z_sl,random,aIT
20,18,lFFA,-0.036938239050926865,cornet_z_sl,random,aIT
21,18,rFFA,-0.021415435684959315,cornet_z_sl,random,aIT
22,18,lA1,0.019328606282346998,cornet_z_sl,random,aIT
23,18,rA1,-0.09044746089771649,cornet_z_sl,random,aIT
