,age,roi,corr,seed_age,seed_roi
13,5,rLO,0.045762955591756777,18,lFFA
14,5,lFFA,0.03149587728726075,18,lFFA
15,5,rFFA,0.08057968461245334,18,lFFA
16,5,lA1,0.0674041763285573,18,lFFA
17,5,rA1,0.04369733718796933,18,lFFA
18,18,lLO,0.3083869053915764,18,lFFA
19,18,rLO,0.13408968377789865,18,lFFA
20,18,lFFA,0.286831975514522,18,lFFA
21,18,rFFA,0.17899027742807175,18,lFFA
22,18,lA1,0.09913240897230359,18,lFFA
23,18,rA1,0.0760457045614024,18,lFFA
0,3,lLO,0.0156158167981532,18,rFFA
1,3,rLO,-0.001230311561492451,18,rFFA
2,3,lFFA,-0.008772440688346955,18,rFFA
3,3,rFFA,-0.023871431371742854,18,rFFA
4,3,lA1,-0.01566219342406345,18,rFFA
5,3,rA1,0.019496557661139186,18,rFFA
6,4,lLO,0.04795281198727977,18,rFFA
7,4,rLO,0.06111683024941984,18,rFFA
8,4,lFFA,-0.020142495315119975,18,rFFA
9,4,rFFA,0.01323557090820815,18,rFFA
10,4,lA1,0.02243965911264944,18,rFFA
11,4,rA1,0.06345928566190608,18,rFFA
12,5,lLO,0.14095103402850295,18,rFFA
13,5,rLO,0.16613931827504347,18,rFFA
14,5,lFFA,0.04427729396406888,18,rFFA
15,5,rFFA,-0.0038822042668102165,18,rFFA
16,5,lA1,0.08351868301740677,18,rFFA
17,5,rA1,0.14354296222545715,18,rFFA
18,18,lLO,0.1856643543038291,18,rFFA
19,18,rLO,0.2763474467819859,18,rFFA
20,18,lFFA,0.06406488533266666,18,rFFA
21,18,rFFA,0.2932945014132219,18,rFFA
22,18,lA1,0.05976100287178271,18,rFFA
23,18,rA1,0.1540769101993677,18,rFFA
0,3,lLO,-0.031144953017439046,18,lA1
1,3,rLO,-0.11446669159342798,18,lA1
2,3,lFFA,-0.023884756787043427,18,lA1
3,3,rFFA,-0.06962826356423422,18,lA1
4,3,lA1,0.020229584782897204,18,lA1
5,3,rA1,-0.016880856281600316,18,lA1
6,4,lLO,-0.005377291475655379,18,lA1
7,4,rLO,-0.0007144914581251258,18,lA1
8,4,lFFA,-0.04012131658154019,18,lA1
9,4,rFFA,0.0034843501490029005,18,lA1
10,4,lA1,0.0709216267192537,18,lA1
11,4,rA1,0.05839336347088022,18,lA1
12,5,lLO,0.033790955802163514,18,lA1
13,5,rLO,0.08658878666763228,18,lA1
14,5,lFFA,0.006782125037637421,18,lA1
15,5,rFFA,0.045741850549493646,18,lA1
16,5,lA1,0.06352335312909574,18,lA1
17,5,rA1,0.07423237907403987,18,lA1
18,18,lLO,0.18160748268633828,18,lA1
19,18,rLO,0.13923307275828778,18,lA1
20,18,lFFA,0.11573178663424027,18,lA1
21,18,rFFA,0.05405450205210792,18,lA1
22,18,lA1,0.24143169202041787,18,lA1
23,18,rA1,0.10164818490451993,18,lA1
0,3,lLO,-0.05703087607520413,18,rA1
1,3,rLO,-0.08100333859665254,18,rA1
2,3,lFFA,-0.05359974144112726,18,rA1
3,3,rFFA,-0.14553756795435835,18,rA1
4,3,lA1,0.05095170199490359,18,rA1
5,3,rA1,0.04313186370207089,18,rA1
6,4,lLO,-0.014610373119796377,18,rA1
7,4,rLO,0.035071179006107435,18,rA1
8,4,lFFA,-0.035525775830477835,18,rA1
9,4,rFFA,0.04599647658012427,18,rA1
10,4,lA1,0.06890210651559038,18,rA1
11,4,rA1,0.11283884314613936,18,rA1
12,5,lLO,0.07643606479980339,18,rA1
13,5,rLO,0.10241424062559311,18,rA1
14,5,lFFA,0.06446491326566335,18,rA1
15,5,rFFA,0.08724962851157701,18,rA1
16,5,lA1,0.09443761333803498,18,rA1
17,5,rA1,0.13448393786056792,18,rA1
18,18,lLO,0.19909548844309735,18,rA1
19,18,rLO,0.1805998129738532,18,rA1
20,18,lFFA,0.18375386127309218,18,rA1
21,18,rFFA,0.07253945046170668,18,rA1
22,18,lA1,0.20984792825080362,18,rA1
23,18,rA1,0.30587691729564936,18,rA1
