age,roi,corr,se,noise_ceiling,architecture,train_type,layer
adult,LOC,0.7352010160093309,0.009187429996176633,0.8325069456903375,cornet_z_sl,imagenet_oneface,V1
adult,FFA,0.6893729821056691,0.010613189458096703,0.7634630847714496,cornet_z_sl,imagenet_oneface,V1
adult,A1,0.6685507146857244,0.009722902652504233,0.7093264836560992,cornet_z_sl,imagenet_oneface,V1
adult,EVC,0.8310618705389275,0.00552122400434186,0.8988052523772078,cornet_z_sl,imagenet_oneface,V1
infant,LOC,0.3260243658700456,0.027752412022097186,0.37086471245981345,cornet_z_sl,imagenet_oneface,V1
infant,FFA,0.39313815545569053,0.012174494663387627,0.30023092885420977,cornet_z_sl,imagenet_oneface,V1
infant,A1,0.17898456728208817,0.025607446501365292,0.14525166503293588,cornet_z_sl,imagenet_oneface,V1
infant,EVC,0.6040891051926642,0.011327444113660512,0.5992623079077983,cornet_z_sl,imagenet_oneface,V1
adult,LOC,0.7767695561385487,0.008723110184168482,0.8302821706151278,cornet_z_sl,imagenet_oneface,V2
adult,FFA,0.6944756177536852,0.00918878131240602,0.768373581084491,cornet_z_sl,imagenet_oneface,V2
adult,A1,0.6340434426902638,0.01288329713737197,0.7029984726908718,cornet_z_sl,imagenet_oneface,V2
adult,EVC,0.8172418746519472,0.005784016313301313,0.8891056696852321,cornet_z_sl,imagenet_oneface,V2
infant,LOC,0.39904377138910735,0.02354197777777151,0.3876241819563519,cornet_z_sl,imagenet_oneface,V2
infant,FFA,0.4558460639828995,0.018433077996154318,0.33005531687389006,cornet_z_sl,imagenet_oneface,V2
infant,A1,0.09218270077081805,0.025591842287872996,0.11048964761731994,cornet_z_sl,imagenet_oneface,V2
infant,EVC,0.6206208368236623,0.016468491373944807,0.5703543921631479,cornet_z_sl,imagenet_oneface,V2
adult,LOC,0.7979378890641129,0.007370845315432899,0.8352785281545467,cornet_z_sl,imagenet_oneface,V4
adult,FFA,0.7018744066067545,0.007032620339130872,0.7541314085630346,cornet_z_sl,imagenet_oneface,V4
adult,A1,0.6007568781058219,0.010942312435822516,0.7104784963794588,cornet_z_sl,imagenet_oneface,V4
adult,EVC,0.8210321308200503,0.005516754308085157,0.8938663319739467,cornet_z_sl,imagenet_oneface,V4
infant,LOC,0.4074046934682026,0.02011964404948586,0.37098782800535296,cornet_z_sl,imagenet_oneface,V4
infant,FFA,0.3819779871445541,0.01754612220789571,0.3169335861715849,cornet_z_sl,imagenet_oneface,V4
infant,A1,0.08688991772065473,0.018729543657514357,0.1394354241419495,cornet_z_sl,imagenet_oneface,V4
infant,EVC,0.6182044506062293,0.01309990174284332,0.5720370442227813,cornet_z_sl,imagenet_oneface,V4
adult,LOC,0.777844476856785,0.007394976397113863,0.8268145881804289,cornet_z_sl,imagenet_oneface,pIT
adult,FFA,0.6812157822767866,0.009738540535243107,0.7772543364501248,cornet_z_sl,imagenet_oneface,pIT
adult,A1,0.5426615380786903,0.0122633557458086,0.7185637978921225,cornet_z_sl,imagenet_oneface,pIT
adult,EVC,0.8476448996916082,0.00495739094452319,0.8907375727477428,cornet_z_sl,imagenet_oneface,pIT
infant,LOC,0.35882351864337736,0.01701430132653491,0.34793524881920185,cornet_z_sl,imagenet_oneface,pIT
infant,FFA,0.3882034349382165,0.014200454833590673,0.314380354920912,cornet_z_sl,imagenet_oneface,pIT
infant,A1,0.11942481598983337,0.03150684645590545,0.13478512857568586,cornet_z_sl,imagenet_oneface,pIT
infant,EVC,0.5813712596183196,0.013058038404968837,0.5514710014466845,cornet_z_sl,imagenet_oneface,pIT
adult,LOC,0.7889140070028839,0.007298457528046628,0.8421687113724603,cornet_z_sl,imagenet_oneface,aIT
adult,FFA,0.657086788742428,0.012220488486586403,0.7559734170737943,cornet_z_sl,imagenet_oneface,aIT
adult,A1,0.49883215388279345,0.01460319496286877,0.7028023515267121,cornet_z_sl,imagenet_oneface,aIT
adult,EVC,0.8442002754131087,0.0052026157688577985,0.8984650942601705,cornet_z_sl,imagenet_oneface,aIT
infant,LOC,0.4010391498729439,0.02193599081139597,0.37486326020650707,cornet_z_sl,imagenet_oneface,aIT
infant,FFA,0.3365732562740579,0.026301345046471015,0.31068899445659326,cornet_z_sl,imagenet_oneface,aIT
infant,A1,0.1287489311350054,0.026340775221366703,0.1327219718738505,cornet_z_sl,imagenet_oneface,aIT
infant,EVC,0.5887465069384259,0.011725912684970944,0.5704785189790023,cornet_z_sl,imagenet_oneface,aIT
adult,LOC,0.7327283618618096,0.008273526308396596,0.8202188703791944,cornet_z_sl,imagenet_oneface,decoder
adult,FFA,0.6967711625490985,0.010031962043208059,0.7728124676158316,cornet_z_sl,imagenet_oneface,decoder
adult,A1,0.5235937036501949,0.011844056465456302,0.7002054455589857,cornet_z_sl,imagenet_oneface,decoder
adult,EVC,0.8136334914348036,0.006408854444641404,0.8899351261559796,cornet_z_sl,imagenet_oneface,decoder
infant,LOC,0.4833183647601416,0.0194649285166668,0.41847914037344924,cornet_z_sl,imagenet_oneface,decoder
infant,FFA,0.47518307579896896,0.018932848647062947,0.3318412955960501,cornet_z_sl,imagenet_oneface,decoder
infant,A1,0.03909340439421829,0.02486534510953032,0.1433557612514299,cornet_z_sl,imagenet_oneface,decoder
infant,EVC,0.5842578358584223,0.01649122123995313,0.5552038030264612,cornet_z_sl,imagenet_oneface,decoder
adult,LOC,0.7223243272834681,0.007954340873985222,0.8251694738902794,cornet_z_sl,imagenet_vggface,V1
adult,FFA,0.7007619242066113,0.008798155237433117,0.7889332638090478,cornet_z_sl,imagenet_vggface,V1
adult,A1,0.6259175230720952,0.012473315643951263,0.7005195157625298,cornet_z_sl,imagenet_vggface,V1
adult,EVC,0.8308299490517577,0.006054468226199159,0.8978307201150587,cornet_z_sl,imagenet_vggface,V1
infant,LOC,0.38970687273911103,0.026364046492543054,0.4077252173917117,cornet_z_sl,imagenet_vggface,V1
infant,FFA,0.43715632695809903,0.022840479738562368,0.33074205837834014,cornet_z_sl,imagenet_vggface,V1
infant,A1,0.11839650797948369,0.02096893373115217,0.09309117437983697,cornet_z_sl,imagenet_vggface,V1
infant,EVC,0.6184620267007772,0.011875872010010492,0.6101553492493066,cornet_z_sl,imagenet_vggface,V1
adult,LOC,0.7839434084629231,0.008443310516926695,0.836182943658289,cornet_z_sl,imagenet_vggface,V2
adult,FFA,0.7064922797891492,0.01003117600899286,0.7693113806134381,cornet_z_sl,imagenet_vggface,V2
adult,A1,0.6682834152582657,0.011657749256919318,0.7204187307012104,cornet_z_sl,imagenet_vggface,V2
adult,EVC,0.8249496694738788,0.005248917952867667,0.8978036049008564,cornet_z_sl,imagenet_vggface,V2
infant,LOC,0.40100461141561733,0.029090564039461024,0.3760515559706218,cornet_z_sl,imagenet_vggface,V2
infant,FFA,0.41355464975203643,0.023937130985222266,0.29471566451329945,cornet_z_sl,imagenet_vggface,V2
infant,A1,0.10513122352691547,0.02161789347775451,0.10892305538234552,cornet_z_sl,imagenet_vggface,V2
infant,EVC,0.6152628934090673,0.013511592544745885,0.5724175633976285,cornet_z_sl,imagenet_vggface,V2
adult,LOC,0.776028838995222,0.007750332810357223,0.8345466960549514,cornet_z_sl,imagenet_vggface,V4
adult,FFA,0.6788849227538685,0.009164927058469722,0.7582659683965185,cornet_z_sl,imagenet_vggface,V4
adult,A1,0.5202729650220652,0.016970995044984137,0.6986328655569978,cornet_z_sl,imagenet_vggface,V4
adult,EVC,0.81435014304182,0.006296657227211926,0.8948569964373206,cornet_z_sl,imagenet_vggface,V4
infant,LOC,0.4312147720174745,0.01897699332702299,0.39688153033775075,cornet_z_sl,imagenet_vggface,V4
infant,FFA,0.4367869663858208,0.017741575495713712,0.32859582139929766,cornet_z_sl,imagenet_vggface,V4
infant,A1,0.1261959800532145,0.020873556428243463,0.12682059665569312,cornet_z_sl,imagenet_vggface,V4
infant,EVC,0.6457537538444235,0.010915990403029433,0.6041215859575908,cornet_z_sl,imagenet_vggface,V4
adult,LOC,0.7571534960921567,0.008435961028837003,0.8106748595310431,cornet_z_sl,imagenet_vggface,pIT
adult,FFA,0.6874341294882227,0.01152009375801581,0.769623628863445,cornet_z_sl,imagenet_vggface,pIT
adult,A1,0.4823800573535701,0.013161193637824508,0.7229013230423548,cornet_z_sl,imagenet_vggface,pIT
adult,EVC,0.8503307884807618,0.004587879597376655,0.8887540115894559,cornet_z_sl,imagenet_vggface,pIT
infant,LOC,0.4174149083188018,0.02339800629929295,0.3857113292295161,cornet_z_sl,imagenet_vggface,pIT
infant,FFA,0.4040382599546913,0.019113953856162023,0.32069006603166905,cornet_z_sl,imagenet_vggface,pIT
infant,A1,0.09529063841872566,0.027611142055572666,0.10488182558879007,cornet_z_sl,imagenet_vggface,pIT
infant,EVC,0.6198075272959419,0.012967211522593385,0.5873508306663134,cornet_z_sl,imagenet_vggface,pIT
adult,LOC,0.7765591582572449,0.00789211063991588,0.8234892461589887,cornet_z_sl,imagenet_vggface,aIT
adult,FFA,0.6631844643966793,0.01022970455919955,0.767768654061903,cornet_z_sl,imagenet_vggface,aIT
adult,A1,0.4804855385038129,0.014809820363329913,0.6813455896965896,cornet_z_sl,imagenet_vggface,aIT
adult,EVC,0.8525393513808925,0.004257182888517008,0.8978528184453426,cornet_z_sl,imagenet_vggface,aIT
infant,LOC,0.3804388638584536,0.02615643916745705,0.3643938276621451,cornet_z_sl,imagenet_vggface,aIT
infant,FFA,0.36832654337125614,0.019597692725543493,0.33370233924028886,cornet_z_sl,imagenet_vggface,aIT
infant,A1,0.10052280872845469,0.03260904714023968,0.10165936749878487,cornet_z_sl,imagenet_vggface,aIT
infant,EVC,0.6158509722820609,0.012795968705383874,0.5946235897798237,cornet_z_sl,imagenet_vggface,aIT
adult,LOC,0.7244386980515753,0.011870887796063068,0.8113975085177634,cornet_z_sl,imagenet_vggface,decoder
adult,FFA,0.6561929975161568,0.009412102839011154,0.7710478279331363,cornet_z_sl,imagenet_vggface,decoder
adult,A1,0.45638565259475355,0.013672299306017129,0.7015459934933497,cornet_z_sl,imagenet_vggface,decoder
adult,EVC,0.8131635610055673,0.005037579673524789,0.8907910010072768,cornet_z_sl,imagenet_vggface,decoder
infant,LOC,0.4467321368821325,0.023003840515772613,0.4089827449692346,cornet_z_sl,imagenet_vggface,decoder
infant,FFA,0.38779630687429706,0.01659882100220742,0.3160553613831022,cornet_z_sl,imagenet_vggface,decoder
infant,A1,0.07370350536473429,0.028379375856689606,0.11715767901547128,cornet_z_sl,imagenet_vggface,decoder
infant,EVC,0.6309406428166329,0.015399625913276996,0.6007225935260618,cornet_z_sl,imagenet_vggface,decoder
adult,LOC,0.6751534769373136,0.010556134976655047,0.817963450773493,cornet_z_sl,vggface_oneobject,V1
adult,FFA,0.6718682418907498,0.01014175837074039,0.7679376354434401,cornet_z_sl,vggface_oneobject,V1
adult,A1,0.6294872820886606,0.010562966315626652,0.7149084187960129,cornet_z_sl,vggface_oneobject,V1
adult,EVC,0.8241407568994786,0.004217382137283975,0.8960568320004549,cornet_z_sl,vggface_oneobject,V1
infant,LOC,0.3687307381230859,0.022750352665308463,0.4089241248429998,cornet_z_sl,vggface_oneobject,V1
infant,FFA,0.3986378318060014,0.0171082288320711,0.30538087002113423,cornet_z_sl,vggface_oneobject,V1
infant,A1,0.12864839623174,0.01823082349189976,0.12571868403356726,cornet_z_sl,vggface_oneobject,V1
infant,EVC,0.5231525393599382,0.018489885429430263,0.5665325000009195,cornet_z_sl,vggface_oneobject,V1
adult,LOC,0.7790426527692065,0.006932510781218573,0.8407008859573191,cornet_z_sl,vggface_oneobject,V2
adult,FFA,0.692449857460679,0.010720123074057088,0.7754950544741941,cornet_z_sl,vggface_oneobject,V2
adult,A1,0.5803217550600154,0.012958875668529013,0.7067381874138088,cornet_z_sl,vggface_oneobject,V2
adult,EVC,0.8415359660520585,0.004988063614850556,0.893947422889136,cornet_z_sl,vggface_oneobject,V2
infant,LOC,0.3768244111738644,0.020229938999481126,0.3984024259114771,cornet_z_sl,vggface_oneobject,V2
infant,FFA,0.3910942605214537,0.021118579278457256,0.3120057664365891,cornet_z_sl,vggface_oneobject,V2
infant,A1,0.06638706647004528,0.019099706618821176,0.13512445710438953,cornet_z_sl,vggface_oneobject,V2
infant,EVC,0.6250760136784083,0.017221432560459184,0.5851293336482889,cornet_z_sl,vggface_oneobject,V2
adult,LOC,0.771923123714924,0.007413343731654105,0.8363635924228658,cornet_z_sl,vggface_oneobject,V4
adult,FFA,0.6871811980780557,0.006292841195098654,0.7738289656994894,cornet_z_sl,vggface_oneobject,V4
adult,A1,0.44899462172569954,0.013084201106706855,0.6947898131300605,cornet_z_sl,vggface_oneobject,V4
adult,EVC,0.8381975884082614,0.005621457487034051,0.8884147997329622,cornet_z_sl,vggface_oneobject,V4
infant,LOC,0.4088784436779277,0.017427279086517183,0.40061373047014837,cornet_z_sl,vggface_oneobject,V4
infant,FFA,0.37984515458668294,0.020652971610864886,0.3188206511800446,cornet_z_sl,vggface_oneobject,V4
infant,A1,0.11643160072538625,0.018270488406221676,0.1282634333057687,cornet_z_sl,vggface_oneobject,V4
infant,EVC,0.5992485903322714,0.012494904502524924,0.5852481922324358,cornet_z_sl,vggface_oneobject,V4
adult,LOC,0.7597658314706675,0.00939983442001891,0.8139680224266245,cornet_z_sl,vggface_oneobject,pIT
adult,FFA,0.7122033740798772,0.009559710833612166,0.7560603720323289,cornet_z_sl,vggface_oneobject,pIT
adult,A1,0.5116109993151874,0.01716848364106588,0.7048468233448191,cornet_z_sl,vggface_oneobject,pIT
adult,EVC,0.84274214987224,0.0052186645605543204,0.8970307047555386,cornet_z_sl,vggface_oneobject,pIT
infant,LOC,0.3677285040674641,0.018100869252382117,0.37599571282086547,cornet_z_sl,vggface_oneobject,pIT
infant,FFA,0.3851076031290693,0.014992221056962879,0.3024776647143236,cornet_z_sl,vggface_oneobject,pIT
infant,A1,0.12812793375470055,0.023430228605182443,0.1426375796269939,cornet_z_sl,vggface_oneobject,pIT
infant,EVC,0.5911413383136302,0.01410419584241328,0.5673252762003413,cornet_z_sl,vggface_oneobject,pIT
adult,LOC,0.7739735219861904,0.006541914648707893,0.8348834430481393,cornet_z_sl,vggface_oneobject,aIT
adult,FFA,0.7298806028163598,0.009861443466098619,0.7692936288917754,cornet_z_sl,vggface_oneobject,aIT
adult,A1,0.5223028904574913,0.013695493137933756,0.6782858029689589,cornet_z_sl,vggface_oneobject,aIT
adult,EVC,0.8418342030060092,0.0050804359396458085,0.8876912095413795,cornet_z_sl,vggface_oneobject,aIT
infant,LOC,0.3602492198541423,0.018000099992961826,0.3549948246390561,cornet_z_sl,vggface_oneobject,aIT
infant,FFA,0.3396437617260813,0.01754719671138728,0.32687063408554107,cornet_z_sl,vggface_oneobject,aIT
infant,A1,0.09004778159447921,0.020621350533794304,0.1392846568332931,cornet_z_sl,vggface_oneobject,aIT
infant,EVC,0.6124829033266561,0.01854313615501529,0.5714281773094481,cornet_z_sl,vggface_oneobject,aIT
adult,LOC,0.7425883372620585,0.007399135305321579,0.8401788927240519,cornet_z_sl,vggface_oneobject,decoder
adult,FFA,0.6710088254388938,0.011268019422222374,0.7546258355919524,cornet_z_sl,vggface_oneobject,decoder
adult,A1,0.43541192972841136,0.0156570219707543,0.6949707648248294,cornet_z_sl,vggface_oneobject,decoder
adult,EVC,0.7750215184746674,0.005484949830854813,0.8905284957813867,cornet_z_sl,vggface_oneobject,decoder
infant,LOC,0.4059173355019712,0.026510360946538577,0.3645290843834722,cornet_z_sl,vggface_oneobject,decoder
infant,FFA,0.41222975520110666,0.01917465540347126,0.3114232022242067,cornet_z_sl,vggface_oneobject,decoder
infant,A1,0.061408955880102076,0.02169502254764585,0.13932977531342552,cornet_z_sl,vggface_oneobject,decoder
infant,EVC,0.6800412069943917,0.016089388165626113,0.5934610353297929,cornet_z_sl,vggface_oneobject,decoder
adult,LOC,0.6713820727874005,0.011095836783112045,0.8210802224449759,cornet_z_sl,vggface,V1
adult,FFA,0.6505197123124792,0.009984332073882113,0.7531573295487487,cornet_z_sl,vggface,V1
adult,A1,0.6193982874225158,0.010586575920501048,0.6985663622554196,cornet_z_sl,vggface,V1
adult,EVC,0.8304381101489444,0.004681022332467991,0.8862813142880995,cornet_z_sl,vggface,V1
infant,LOC,0.35106382932969243,0.02286497186135462,0.3923956859115513,cornet_z_sl,vggface,V1
infant,FFA,0.4281469331058362,0.022587278100288107,0.30789365441689853,cornet_z_sl,vggface,V1
infant,A1,0.14464245979966311,0.02476689881098906,0.1188280302970351,cornet_z_sl,vggface,V1
infant,EVC,0.5395644598381361,0.017726916253234477,0.581583011054535,cornet_z_sl,vggface,V1
adult,LOC,0.7810731348691312,0.0074768296040573015,0.8404586301851603,cornet_z_sl,vggface,V2
adult,FFA,0.6921084247076477,0.009501460253951115,0.769935563988047,cornet_z_sl,vggface,V2
adult,A1,0.5765051759372248,0.011919754464712627,0.7105267173909445,cornet_z_sl,vggface,V2
adult,EVC,0.8470177301853186,0.0038717407335587344,0.8969739717662686,cornet_z_sl,vggface,V2
infant,LOC,0.39210380454269833,0.022515746017609996,0.3694785052236099,cornet_z_sl,vggface,V2
infant,FFA,0.39702443942950044,0.024415774407592374,0.3202766473302301,cornet_z_sl,vggface,V2
infant,A1,0.050800710163055166,0.01867834156555323,0.12797996421140648,cornet_z_sl,vggface,V2
infant,EVC,0.5900803896625907,0.014101346476353435,0.5710434555733199,cornet_z_sl,vggface,V2
adult,LOC,0.7747907536546631,0.006093212414099334,0.8430583433994807,cornet_z_sl,vggface,V4
adult,FFA,0.6833270584743527,0.010071635465155585,0.7830906546900219,cornet_z_sl,vggface,V4
adult,A1,0.4813095453760832,0.014095462707447583,0.7108134157476934,cornet_z_sl,vggface,V4
adult,EVC,0.8429446466573651,0.0049098645687767955,0.8909340967266,cornet_z_sl,vggface,V4
infant,LOC,0.37546831486724747,0.01799086403385383,0.36220370120448264,cornet_z_sl,vggface,V4
infant,FFA,0.38253935689746893,0.01990141042564786,0.3289358558507093,cornet_z_sl,vggface,V4
infant,A1,0.09309630143901107,0.02242549685821192,0.11235968589061271,cornet_z_sl,vggface,V4
infant,EVC,0.5982353783349206,0.019051806650027012,0.572274259065521,cornet_z_sl,vggface,V4
adult,LOC,0.7451645072048977,0.007177129420728991,0.8314782161715387,cornet_z_sl,vggface,pIT
adult,FFA,0.6790351761191324,0.008889285104791499,0.7859100795038897,cornet_z_sl,vggface,pIT
adult,A1,0.4539568846903614,0.01203756008454795,0.7149807264488419,cornet_z_sl,vggface,pIT
adult,EVC,0.8511984041021755,0.0043126046394953025,0.9035620659280756,cornet_z_sl,vggface,pIT
infant,LOC,0.38340966810859073,0.021309951631894662,0.38133318288319595,cornet_z_sl,vggface,pIT
infant,FFA,0.35968814200469057,0.022552220508581956,0.3267150186851666,cornet_z_sl,vggface,pIT
infant,A1,0.16328991938476933,0.018374507185629774,0.15413234993978728,cornet_z_sl,vggface,pIT
infant,EVC,0.6042162572205749,0.017665918056481426,0.5604940641601555,cornet_z_sl,vggface,pIT
adult,LOC,0.7674470954725419,0.008813420593945355,0.8270246173076303,cornet_z_sl,vggface,aIT
adult,FFA,0.6975829579074275,0.009099493057091427,0.7565151640181368,cornet_z_sl,vggface,aIT
adult,A1,0.5333488749979042,0.011810898743354767,0.7014482556354744,cornet_z_sl,vggface,aIT
adult,EVC,0.8436780801331398,0.004436696392551002,0.8913767583426111,cornet_z_sl,vggface,aIT
infant,LOC,0.39471617254634295,0.020396443100024992,0.40820743233513496,cornet_z_sl,vggface,aIT
infant,FFA,0.3540329815641036,0.017609387767652147,0.3268990755669908,cornet_z_sl,vggface,aIT
infant,A1,0.08690264046486257,0.01836648478375168,0.11502121986240418,cornet_z_sl,vggface,aIT
infant,EVC,0.6207734262311492,0.01508675538321728,0.6096934639161439,cornet_z_sl,vggface,aIT
adult,LOC,0.7346992384337043,0.009425610114744867,0.8189133386271292,cornet_z_sl,vggface,decoder
adult,FFA,0.6461438224017414,0.011293935861811316,0.7689621011139207,cornet_z_sl,vggface,decoder
adult,A1,0.3949780396722276,0.01625831099350538,0.6959804393731562,cornet_z_sl,vggface,decoder
adult,EVC,0.809921901945341,0.005402040118728218,0.8961974827144982,cornet_z_sl,vggface,decoder
infant,LOC,0.40669517687580664,0.020217622759249192,0.3893530396845305,cornet_z_sl,vggface,decoder
infant,FFA,0.3576480435198358,0.01831053297832394,0.33345716002591363,cornet_z_sl,vggface,decoder
infant,A1,0.06927794329376384,0.023624848535600197,0.1353833237780119,cornet_z_sl,vggface,decoder
infant,EVC,0.6525076465393462,0.016907260515469345,0.5839099631170444,cornet_z_sl,vggface,decoder
adult,LOC,0.7123489141741378,0.00914112169330925,0.8397182342227293,cornet_z_sl,random,V1
adult,FFA,0.6743537293533883,0.011558874625986303,0.7578654477071988,cornet_z_sl,random,V1
adult,A1,0.48874777600977437,0.007691729301153069,0.7132509059531321,cornet_z_sl,random,V1
adult,EVC,0.788272530800791,0.00561816333046283,0.8929148000417347,cornet_z_sl,random,V1
infant,LOC,0.3085365648587852,0.019217039483519688,0.3644900488118864,cornet_z_sl,random,V1
infant,FFA,0.3806660770929804,0.022255811495259306,0.2985252570427921,cornet_z_sl,random,V1
infant,A1,0.08261602329323431,0.027983110970250004,0.1261062364742516,cornet_z_sl,random,V1
infant,EVC,0.4499866178021633,0.019907416994065678,0.568667663112618,cornet_z_sl,random,V1
adult,LOC,0.6961780894338987,0.008049840524238544,0.8181812431962525,cornet_z_sl,random,V2
adult,FFA,0.6710440075800617,0.011861977995212162,0.7579077569685089,cornet_z_sl,random,V2
adult,A1,0.652307744570862,0.013351945156197214,0.7271522143716507,cornet_z_sl,random,V2
adult,EVC,0.8107473629449211,0.0065990685470473905,0.8902588851559251,cornet_z_sl,random,V2
infant,LOC,0.34626723914391655,0.014360174393353634,0.402632558147641,cornet_z_sl,random,V2
infant,FFA,0.4208265951838409,0.023702192955487252,0.32348812547439076,cornet_z_sl,random,V2
infant,A1,0.06214016147862496,0.025144844883430332,0.13940072810578552,cornet_z_sl,random,V2
infant,EVC,0.49110820572240155,0.013829996529153418,0.5861589985233852,cornet_z_sl,random,V2
adult,LOC,0.7316002729511191,0.009978226933430647,0.829846947126736,cornet_z_sl,random,V4
adult,FFA,0.7083614865644579,0.008850253100136186,0.7801603581832935,cornet_z_sl,random,V4
adult,A1,0.5460605374251287,0.014687693173602478,0.6977213953141139,cornet_z_sl,random,V4
adult,EVC,0.8182047123587083,0.004802101232051537,0.8989017557472643,cornet_z_sl,random,V4
