age,roi,corr,seed_age,seed_roi,se
infant,rFFA,0.46984453506770835,adult,FFA,0.01664851740690346
infant,rA1,0.6780798286966802,adult,FFA,0.00929004393368557
infant,rEVC,0.5968512148516991,adult,FFA,0.01435637490192203
adult,LOC,0.8331665054891643,adult,FFA,0.005893531727153406
adult,FFA,0.8472035672376442,adult,FFA,0.004150698124343383
adult,A1,0.6439970940561079,adult,FFA,0.010763156546454034
adult,EVC,0.7885126648084488,adult,FFA,0.0047207058403018
adult,lLOC,0.8267994298471208,adult,FFA,0.003621455344381578
adult,lFFA,0.8561801964727251,adult,FFA,0.005856810776330771
adult,lA1,0.6557237037035343,adult,FFA,0.010135237086528439
adult,lEVC,0.81227654110074,adult,FFA,0.0023897043501906966
adult,rLOC,0.8107906357526129,adult,FFA,0.007207847097943912
adult,rFFA,0.8270041320248971,adult,FFA,0.006811072257403523
adult,rA1,0.5761287432907121,adult,FFA,0.009121246097113716
adult,rEVC,0.7460099893951693,adult,FFA,0.007705445019731894
infant,LOC,0.6528887315650802,adult,A1,0.012106112397267327
infant,FFA,0.6218576075801826,adult,A1,0.016316007156693825
infant,A1,0.8175239067563839,adult,A1,0.005889975488793818
infant,EVC,0.5952184577407288,adult,A1,0.014985450099383821
infant,lLOC,0.6446458440523204,adult,A1,0.011072997377726492
infant,lFFA,0.46078311144053546,adult,A1,0.013881476058442796
infant,lA1,0.8032850046662527,adult,A1,0.007482077988061943
infant,lEVC,0.45477029433138244,adult,A1,0.02329004345430406
infant,rLOC,0.6286261114745919,adult,A1,0.014498629313265619
infant,rFFA,0.5915902262300163,adult,A1,0.013986999928389195
infant,rA1,0.7201619659060763,adult,A1,0.009850390909781273
infant,rEVC,0.6238138899390908,adult,A1,0.012526970809572265
adult,LOC,0.8417262449373089,adult,A1,0.00479117305471531
adult,FFA,0.8115983673312668,adult,A1,0.005050557438473725
adult,A1,0.7808616702439861,adult,A1,0.007986225807283887
adult,EVC,0.8408044710215969,adult,A1,0.004383832354030417
adult,lLOC,0.8316390290895445,adult,A1,0.005728712222685473
adult,lFFA,0.7883719124876295,adult,A1,0.005254721598698751
adult,lA1,0.7711775678955696,adult,A1,0.00660195180563175
adult,lEVC,0.825963259102813,adult,A1,0.00407442085997937
adult,rLOC,0.8037029361529943,adult,A1,0.007361990589279781
adult,rFFA,0.7924315404487102,adult,A1,0.00495864916607038
adult,rA1,0.7243976300923329,adult,A1,0.009662724140669387
adult,rEVC,0.8114706146100449,adult,A1,0.006566456866321215
infant,LOC,0.48317440530040334,adult,EVC,0.008970287418886516
infant,FFA,0.5302090522351619,adult,EVC,0.009415420050790812
infant,A1,0.5038162317746837,adult,EVC,0.00960205142641984
infant,EVC,0.4269641184908985,adult,EVC,0.015544221699988725
infant,lLOC,0.43852152130042593,adult,EVC,0.016191574937808217
infant,lFFA,0.3929215006022304,adult,EVC,0.013728695605688046
infant,lA1,0.509974204041456,adult,EVC,0.007767349897726307
infant,lEVC,0.36998478674434254,adult,EVC,0.014673175537384536
infant,rLOC,0.4641962005655187,adult,EVC,0.008513397204438502
infant,rFFA,0.4369951139061154,adult,EVC,0.012066085698595396
infant,rA1,0.4451859901866331,adult,EVC,0.011065155804603244
infant,rEVC,0.4555536488725946,adult,EVC,0.014062837081569387
adult,LOC,0.6511990757760718,adult,EVC,0.005761056307618312
adult,FFA,0.5859768182975046,adult,EVC,0.006170862936058875
adult,A1,0.3726072865132664,adult,EVC,0.009232470202762435
adult,EVC,0.8752987953749857,adult,EVC,0.0044506729341682524
adult,lLOC,0.6572931907563814,adult,EVC,0.0059762694505541315
adult,lFFA,0.6146854147630837,adult,EVC,0.00643044017316279
adult,lA1,0.42835876651628046,adult,EVC,0.008419951046790655
adult,lEVC,0.9025543990560184,adult,EVC,0.004271367736872608
adult,rLOC,0.5918828922076765,adult,EVC,0.007348820817606813
adult,rFFA,0.563178765289439,adult,EVC,0.006941424863591996
adult,rA1,0.29877004439033505,adult,EVC,0.009231082238590368
adult,rEVC,0.859601784384828,adult,EVC,0.005556489596441838
infant,LOC,0.5744348806315626,adult,lLOC,0.007157890262282156
infant,FFA,0.4466920667242621,adult,lLOC,0.013750770887249367
infant,A1,0.6012919529168375,adult,lLOC,0.007114571786617618
infant,EVC,0.4458795230356619,adult,lLOC,0.012979699559302824
infant,lLOC,0.5489704829837767,adult,lLOC,0.008292193909774486
infant,lFFA,0.3591073283266938,adult,lLOC,0.01411745046512754
infant,lA1,0.5735408175514622,adult,lLOC,0.007921605275083402
infant,lEVC,0.3731298205194989,adult,lLOC,0.01399841155814202
infant,rLOC,0.4539609456016981,adult,lLOC,0.010713299712309918
infant,rFFA,0.38150946442754885,adult,lLOC,0.017176322999246964
infant,rA1,0.5239720398756307,adult,lLOC,0.008590166469857673
infant,rEVC,0.4540325203377952,adult,lLOC,0.015633784583404073
adult,LOC,0.8124305726861364,adult,lLOC,0.006053028637708052
adult,FFA,0.731383821281002,adult,lLOC,0.006731467460640628
adult,A1,0.47976266771918985,adult,lLOC,0.007738574309684272
adult,EVC,0.76488086506551,adult,lLOC,0.005741562970272875
adult,lLOC,0.820853117382503,adult,lLOC,0.006783575943705615
adult,lFFA,0.7699791426638011,adult,lLOC,0.005203561188977853
adult,lA1,0.46582154126244035,adult,lLOC,0.008248800744401557
adult,lEVC,0.8040944313265366,adult,lLOC,0.005347726839771695
adult,rLOC,0.7490893794004309,adult,lLOC,0.007217000778881046
adult,rFFA,0.6770311792629454,adult,lLOC,0.007393204921065264
adult,rA1,0.4459281165874618,adult,lLOC,0.00778233099731753
adult,rEVC,0.6953885461529307,adult,lLOC,0.0058077195577707725
infant,LOC,0.6861010909741899,adult,lFFA,0.014063910958205667
infant,FFA,0.6201139253331844,adult,lFFA,0.012341313496885983
infant,A1,0.7569008356023168,adult,lFFA,0.005463681722440243
infant,EVC,0.6203262136548932,adult,lFFA,0.013559407202842292
infant,lLOC,0.6069766907531374,adult,lFFA,0.016703479312288147
infant,lFFA,0.5608499179596507,adult,lFFA,0.01413454802603209
infant,lA1,0.7521079011602285,adult,lFFA,0.006295639053668164
infant,lEVC,0.43376328849643764,adult,lFFA,0.019040734107325125
infant,rLOC,0.606541931873534,adult,lFFA,0.01587627588001563
infant,rFFA,0.480724000160851,adult,lFFA,0.01705055456076324
infant,rA1,0.6666629940529332,adult,lFFA,0.007913262176608723
infant,rEVC,0.6168996096544201,adult,lFFA,0.011791682378677087
adult,LOC,0.8260182262506796,adult,lFFA,0.005988499866881925
adult,FFA,0.8199520587564513,adult,lFFA,0.00579370809198825
adult,A1,0.6539527665028975,adult,lFFA,0.0066793286853579015
adult,EVC,0.7505218288581386,adult,lFFA,0.005083585100749274
adult,lLOC,0.8200157684880821,adult,lFFA,0.005709338273546786
adult,lFFA,0.8632183924297034,adult,lFFA,0.004616645784950999
adult,lA1,0.6541611617913123,adult,lFFA,0.009408700425935775
adult,lEVC,0.7860529278405708,adult,lFFA,0.0038438770059526775
adult,rLOC,0.8019832610546482,adult,lFFA,0.004799572381999577
adult,rFFA,0.7731353369465019,adult,lFFA,0.006995358816047535
adult,rA1,0.5480550360466747,adult,lFFA,0.008879330965660999
adult,rEVC,0.6662788855396514,adult,lFFA,0.0061521711439866565
infant,LOC,0.6676445049456212,adult,lA1,0.015600905661133873
infant,FFA,0.6140377091795701,adult,lA1,0.010231049163855246
infant,A1,0.8051383976377622,adult,lA1,0.005711108035638358
infant,EVC,0.6291636225373081,adult,lA1,0.007697920825380032
infant,lLOC,0.5667840583762213,adult,lA1,0.015628990697733047
infant,lFFA,0.4335359736070384,adult,lA1,0.0149896181374668
infant,lA1,0.7912069509052897,adult,lA1,0.006894247038157698
infant,lEVC,0.5057581566445959,adult,lA1,0.01930879905300159
infant,rLOC,0.6217691806474516,adult,lA1,0.011873140443408777
infant,rFFA,0.544553616794174,adult,lA1,0.014743967362717051
infant,rA1,0.7057305607139069,adult,lA1,0.009723649023917242
infant,rEVC,0.6574565555957365,adult,lA1,0.012245065331060389
adult,LOC,0.8319967626149453,adult,lA1,0.006060930263583111
adult,FFA,0.7978438554132834,adult,lA1,0.004688518112183346
adult,A1,0.7724937368637688,adult,lA1,0.00580600691893555
adult,EVC,0.8521854957833715,adult,lA1,0.0035212337219717783
adult,lLOC,0.8211292026502516,adult,lA1,0.005715565845773169
adult,lFFA,0.782874072487333,adult,lA1,0.0052701715512209
adult,lA1,0.7439548713023185,adult,lA1,0.005815964554928895
adult,lEVC,0.8439931901935436,adult,lA1,0.0036618974478350723
adult,rLOC,0.7973449441884445,adult,lA1,0.006677946578141704
adult,rFFA,0.7610299540726154,adult,lA1,0.005632797681558944
adult,rA1,0.6967784364159098,adult,lA1,0.00843315383791269
adult,rEVC,0.8138926764252652,adult,lA1,0.005418204195060144
infant,LOC,0.4831337571983728,adult,lEVC,0.011255769333955005
infant,FFA,0.4995777462973573,adult,lEVC,0.009313028627682214
infant,A1,0.5255170334989663,adult,lEVC,0.008283953502694964
infant,EVC,0.3898506538934317,adult,lEVC,0.014555352237855484
infant,lLOC,0.4685564369010313,adult,lEVC,0.011917192872631353
infant,lFFA,0.38188124799111534,adult,lEVC,0.0168455978207709
infant,lA1,0.5282932564665518,adult,lEVC,0.008798537543537984
infant,lEVC,0.3172065009905062,adult,lEVC,0.016501869545351874
infant,rLOC,0.4097824341537713,adult,lEVC,0.01249567375148315
infant,rFFA,0.44211999427386733,adult,lEVC,0.015886998908399782
infant,rA1,0.4938515345734171,adult,lEVC,0.011599094067862487
infant,rEVC,0.36911276755767464,adult,lEVC,0.012256145745607162
adult,LOC,0.5685993348298416,adult,lEVC,0.005815504739663511
adult,FFA,0.47580353424410254,adult,lEVC,0.0059875215597088695
adult,A1,0.3520170890056499,adult,lEVC,0.011891475427444578
adult,EVC,0.8361667502765837,adult,lEVC,0.00664444441557616
adult,lLOC,0.5948486662052501,adult,lEVC,0.005825628057201864
adult,lFFA,0.47341794682406035,adult,lEVC,0.008734964152593677
adult,lA1,0.365771170603295,adult,lEVC,0.009988713438533003
adult,lEVC,0.906231618012072,adult,lEVC,0.0055594132184113585
adult,rLOC,0.5079848041020054,adult,lEVC,0.0073362650727399475
adult,rFFA,0.47464244938257105,adult,lEVC,0.007074459912075196
adult,rA1,0.2853283493978568,adult,lEVC,0.011011776995069543
adult,rEVC,0.6780407815405025,adult,lEVC,0.008005004530548374
infant,LOC,0.4130366650165499,adult,rLOC,0.017359206745697135
infant,FFA,0.39235871403037953,adult,rLOC,0.015060113751645336
infant,A1,0.4982894198281572,adult,rLOC,0.007146271951219956
infant,EVC,0.26632214057937176,adult,rLOC,0.012338618362060185
infant,lLOC,0.46734891497843006,adult,rLOC,0.01562127435757808
infant,lFFA,0.30303465109568883,adult,rLOC,0.016913373151605154
infant,lA1,0.5008043134234474,adult,rLOC,0.008530977812832786
infant,lEVC,0.12123657774168599,adult,rLOC,0.01963646782542333
infant,rLOC,0.30376592251029033,adult,rLOC,0.01496054760264133
infant,rFFA,0.34029333721652866,adult,rLOC,0.01576543445796467
infant,rA1,0.4442667970660777,adult,rLOC,0.008225317917522358
infant,rEVC,0.28543482857100505,adult,rLOC,0.013904210675561256
adult,LOC,0.7662816668525293,adult,rLOC,0.007566611748310197
adult,FFA,0.7202660834161903,adult,rLOC,0.00745460434246579
adult,A1,0.5074227540761778,adult,rLOC,0.01476140441166643
adult,EVC,0.6946754556152237,adult,rLOC,0.006749491375774054
adult,lLOC,0.7341659418947343,adult,rLOC,0.004788166374320293
adult,lFFA,0.7368482548309528,adult,rLOC,0.005966788725126979
adult,lA1,0.4982761737685447,adult,rLOC,0.00959926169961998
adult,lEVC,0.7167353424185738,adult,rLOC,0.007592405734877906
adult,rLOC,0.7734923970827972,adult,rLOC,0.006495147076877779
adult,rFFA,0.7035112181453114,adult,rLOC,0.007148526042743617
adult,rA1,0.4738155745306038,adult,rLOC,0.012186588928540638
adult,rEVC,0.719573069537732,adult,rLOC,0.007036822301066224
infant,LOC,0.665404427672234,adult,rFFA,0.014728690085029287
infant,FFA,0.5630648566240986,adult,rFFA,0.013223459148487436
infant,A1,0.7362594714736195,adult,rFFA,0.007642566533849154
infant,EVC,0.5976796129845388,adult,rFFA,0.016290439860994325
infant,lLOC,0.6631752972716086,adult,rFFA,0.008663510515980999
infant,lFFA,0.4866257190821696,adult,rFFA,0.01679417292549631
infant,lA1,0.7599631030360219,adult,rFFA,0.006789906648707375
infant,lEVC,0.4111311808507946,adult,rFFA,0.02166333625655858
infant,rLOC,0.5958728015062504,adult,rFFA,0.013713296234346143
infant,rFFA,0.46558674429498825,adult,rFFA,0.012261830293660424
infant,rA1,0.6258115759877603,adult,rFFA,0.011741570882029167
infant,rEVC,0.5970427941044613,adult,rFFA,0.010293179179940763
adult,LOC,0.8153084821328189,adult,rFFA,0.0036253737331837835
adult,FFA,0.8290763963712193,adult,rFFA,0.006407792972336055
adult,A1,0.6275569721718935,adult,rFFA,0.010006806794729374
adult,EVC,0.7882415267650804,adult,rFFA,0.0035825496756850413
adult,lLOC,0.8051754730051774,adult,rFFA,0.004608056580671057
adult,lFFA,0.8369460900075104,adult,rFFA,0.005579458095173092
adult,lA1,0.6077385529064335,adult,rFFA,0.011742328786327647
adult,lEVC,0.7622873136287198,adult,rFFA,0.004232863807275399
adult,rLOC,0.8030752893629,adult,rFFA,0.00754121882276982
adult,rFFA,0.8001727379260879,adult,rFFA,0.0038302006711397143
adult,rA1,0.5584043070340934,adult,rFFA,0.011880957795733163
adult,rEVC,0.7773448353919757,adult,rFFA,0.006830779462197123
infant,LOC,0.6922156133139086,adult,rA1,0.010461601084656992
infant,FFA,0.6103112153870357,adult,rA1,0.012653604077077286
infant,A1,0.7953757294071967,adult,rA1,0.008148937286654867
infant,EVC,0.596372112102471,adult,rA1,0.008497799968497883
infant,lLOC,0.6415439812489082,adult,rA1,0.009395813731213993
infant,lFFA,0.46465340786904863,adult,rA1,0.021774357695166467
infant,lA1,0.7815693945057862,adult,rA1,0.009010566372666728
infant,lEVC,0.464301294881014,adult,rA1,0.013571200772807204
infant,rLOC,0.6472298609119316,adult,rA1,0.013394418640832198
infant,rFFA,0.5514110198146348,adult,rA1,0.014028965816285164
infant,rA1,0.7237808862385734,adult,rA1,0.008610375693196726
infant,rEVC,0.5954648174287354,adult,rA1,0.01095909534576056
adult,LOC,0.7912176229215895,adult,rA1,0.004325558694086635
adult,FFA,0.7521293360683672,adult,rA1,0.006791519107254251
adult,A1,0.737592468248087,adult,rA1,0.009539035819016257
adult,EVC,0.8062787892217432,adult,rA1,0.004491783569647647
adult,lLOC,0.7838209152711213,adult,rA1,0.006529586488685161
adult,lFFA,0.732342829978559,adult,rA1,0.008067454945283693
adult,lA1,0.7248350140669497,adult,rA1,0.006275019854960197
adult,lEVC,0.7864895687507738,adult,rA1,0.003983329098621984
adult,rLOC,0.765260105273472,adult,rA1,0.004642048986330713
adult,rFFA,0.7373248034681866,adult,rA1,0.006209329329348793
adult,rA1,0.6888661714287767,adult,rA1,0.013760912737732622
adult,rEVC,0.773653116112323,adult,rA1,0.006577074695570502
infant,LOC,0.3363883036775879,adult,rEVC,0.010892231343320992
infant,FFA,0.42142512723616016,adult,rEVC,0.012029011075442898
infant,A1,0.30460092193289867,adult,rEVC,0.008174312821290443
infant,EVC,0.31715639253983874,adult,rEVC,0.015659894969751672
infant,lLOC,0.2719794599705496,adult,rEVC,0.012665391296434628
infant,lFFA,0.3051839373465372,adult,rEVC,0.011627067824248601
infant,lA1,0.3000506668706052,adult,rEVC,0.006945571515355271
infant,lEVC,0.2736790008190722,adult,rEVC,0.014559693845127435
infant,rLOC,0.3437430892308143,adult,rEVC,0.01869844583647505
infant,rFFA,0.4205699747140702,adult,rEVC,0.016202285782664257
infant,rA1,0.2982255885147107,adult,rEVC,0.013575754559968602
infant,rEVC,0.35314212096762826,adult,rEVC,0.013308884076770352
adult,LOC,0.5846285644774367,adult,rEVC,0.008470599215586565
adult,FFA,0.5268918162997418,adult,rEVC,0.006433095418590255
adult,A1,0.46309313865796664,adult,rEVC,0.009371250914945697
adult,EVC,0.8289638229332793,adult,rEVC,0.006231254750913468
adult,lLOC,0.584746576541639,adult,rEVC,0.0088351538040124
adult,lFFA,0.5665007978190633,adult,rEVC,0.005214931397796401
adult,lA1,0.4451386659210099,adult,rEVC,0.007464379864353458
adult,lEVC,0.7777869564287105,adult,rEVC,0.006081930304903631
adult,rLOC,0.5425761647401321,adult,rEVC,0.008262473188130644
adult,rFFA,0.4986721604858155,adult,rEVC,0.006497516815174404
adult,rA1,0.41409565998877695,adult,rEVC,0.01205483135725381
adult,rEVC,0.8716299301160335,adult,rEVC,0.00771278072063136
